clip,anger(1),disgust(2),fear(3),happiness(4),neutral(5),sadness(6),surprise(7),contempt(8),anxiety(9),helplessness(10),disappointment(11),single_label
06918.mp4,0.79,0.71,0,0,0,-1,0,-1,-1,-1,0,1
06919.mp4,-1,-1,0,0,0,-1,0,-1,0.78,-1,0,9
06920.mp4,0,0,-1,0,0,0.9,0,0,-1,0.58,0,6
06921.mp4,0.88,-1,0,0,0,0.89,0,0,-1,-1,0,6
06922.mp4,-1,0,-1,0,0,-1,0.84,0,0,0,0,7
06923.mp4,0,-1,0,0,0,0.89,0,0,-1,0.64,-1,6
06924.mp4,0.87,0.72,0,0,0,-1,0,0,0,0,0,1
06925.mp4,-1,0.74,0,0,0,-1,-1,0.76,0.83,-1,-1,9
06926.mp4,0,-1,0,0.67,0,-1,-1,-1,-1,-1,0,4
06927.mp4,0,-1,-1,0,0,0.83,0,0,-1,-1,-1,6
06928.mp4,0,0,0,0,0,0.85,0,0,-1,0.65,-1,6
06929.mp4,0,0,0,0,0,0.9,0,0,-1,0.62,-1,6
06930.mp4,0,-1,0,0,0,0.87,0,0,0.68,-1,-1,6
06931.mp4,0,-1,-1,0,0,-1,-1,-1,0.78,-1,0,9
06932.mp4,0,0,-1,-1,0,-1,0.84,0,-1,0,0,7
06933.mp4,0.82,0.68,0,0,0,-1,0,-1,-1,0,0,1
06934.mp4,0,-1,0,0,0,-1,0.73,-1,0.82,-1,0,9
06935.mp4,0,0,-1,0,-1,0,0.83,0,-1,-1,0,7
06936.mp4,0,0,-1,0,0,0.77,0,0,0.73,0.66,-1,6
06937.mp4,0,-1,-1,0,0,-1,0,0,0.79,-1,0,9
06939.mp4,0,0,0.83,0,0,0,0.85,0,0,0,0,7
06940.mp4,-1,0,-1,0,0,-1,0.78,-1,0,0,0,7
06941.mp4,-1,0,0.88,0,0,-1,-1,0,0.68,0,0,3
06942.mp4,0,0.8,0,0,0,-1,0,-1,-1,0.65,-1,2
06943.mp4,0,0,0.7,0,0,0.73,0.79,0,0.8,0,0,9
06944.mp4,0,0.77,-1,-1,0,-1,-1,-1,-1,-1,0,2
06945.mp4,0,-1,-1,0,0,0.86,0,0,-1,-1,0,6
06946.mp4,0,-1,-1,0,0,0.89,0,-1,0,-1,-1,6
06947.mp4,0,-1,0,0,-1,-1,0.77,-1,-1,-1,-1,7
06949.mp4,-1,0.79,0,0,0,0,0,-1,-1,0,0,2
06950.mp4,0,-1,0,0,0,-1,0.78,-1,0.73,-1,0,7
06951.mp4,0,0,0,0.68,0,0,0.8,0,0,0,0,7
06952.mp4,0,0,-1,0,0,0,0.83,-1,0,0,-1,7
06953.mp4,0,0.76,0,-1,0,-1,-1,-1,-1,-1,-1,2
06954.mp4,0.88,0.76,0,0,0,-1,0,-1,0,0,0,1
06955.mp4,0,-1,0,-1,0,0,0.83,0,-1,0,0,7
06956.mp4,0.73,0.76,0,0,0,-1,0,-1,0,-1,0,2
06957.mp4,-1,0,0.78,0,0,-1,0.84,0,-1,0,0,7
06958.mp4,0,-1,0,0,0,-1,0,-1,0.85,0.74,-1,9
06959.mp4,0.85,-1,-1,0,0,0.89,0,0,0,-1,0,6
06960.mp4,0.93,0.74,0,0,0,-1,0,0,-1,0,0,1
06961.mp4,0,-1,0.82,0,0,-1,-1,0,0.68,-1,0,3
06962.mp4,-1,0.8,0,0,0,-1,-1,-1,-1,-1,0,2
06963.mp4,-1,-1,0,-1,-1,0,0,0.84,0,0,0,8
06965.mp4,0,-1,-1,0,0,0.79,-1,0,-1,0.75,0,6
06966.mp4,0,0.84,0,-1,0,0,-1,-1,0,-1,0,2
06967.mp4,0,-1,-1,0,0,-1,-1,0,0.74,-1,-1,9
06968.mp4,0,0,-1,0,0,-1,0.83,0,-1,0,0,7
06969.mp4,-1,0.77,0,0,0,-1,-1,-1,-1,-1,-1,2
06970.mp4,-1,0.8,0,0,0,0,0.84,-1,-1,-1,0,7
06971.mp4,0.76,-1,0,0,0,0.87,0,0,-1,-1,0,6
06972.mp4,-1,-1,-1,0,0,0,0.8,0,0.78,-1,0,7
06973.mp4,0.9,0.66,0,0,0,-1,0,0,0,0,-1,1
06974.mp4,-1,0.86,0,-1,0,0,0,0.7,0,-1,0,2
06976.mp4,0,0.76,0,-1,0,-1,-1,0.83,0,0,0,8
06977.mp4,0.91,0.68,0,0,0,0,0,0,0,0,0,1
06978.mp4,0.82,-1,0,0,0,0.89,0,0,0,0,0,6
06979.mp4,0,0.7,0,-1,0,0,0,0.71,0,0,0,8
06980.mp4,0,0,0.87,0,0,-1,0.57,0,-1,-1,0,3
06981.mp4,0,0,-1,0,0,0,0.86,-1,0,0,0,7
06982.mp4,0,-1,-1,0,0,0,0.85,0,-1,0,-1,7
06983.mp4,0,0,0,0.77,0,0,-1,-1,0,0,0,4
06984.mp4,0,-1,0,0,0,-1,-1,0,-1,0.75,0.82,11
06985.mp4,0.84,0.76,0,0,0,-1,-1,0,-1,0,0,1
06986.mp4,0,0.74,0,0,0,0,-1,-1,0,0.72,-1,2
06987.mp4,0,0,0.85,0,0,0,0.85,0,-1,0,0,3
06988.mp4,0,-1,-1,0,0,0.83,0,0,0.68,-1,0,6
06989.mp4,0.85,-1,-1,0,0,-1,-1,0,-1,-1,0,1
06990.mp4,0.77,0.76,0,0,0,-1,-1,-1,-1,0.72,0.67,1
06991.mp4,0,0,-1,0,0,0.9,-1,0,0,0.65,0,6
06992.mp4,0.82,-1,0,0,0,0.91,0,0,-1,0,0,6
06993.mp4,0,-1,0,-1,0,-1,0,-1,0.7,0.66,-1,9
06994.mp4,0.87,0,0,0,0,0.81,0,0,0,0,0,1
06995.mp4,-1,-1,0,0,0,0.91,0,0,-1,0.65,0,6
06996.mp4,0.9,0.66,0,0,0,0,0,0,0,0,-1,1
06997.mp4,-1,-1,-1,0,0,0.87,0,0,-1,-1,0,6
06998.mp4,0.86,-1,0,0,0,0.8,0,0,-1,-1,0,1
06999.mp4,-1,-1,0,0,0,0.8,-1,-1,0,-1,-1,6
07000.mp4,0.86,-1,0,0,0,-1,0,-1,0,-1,0,1
07001.mp4,0,-1,0,0,-1,-1,0,-1,-1,0.73,-1,10
07002.mp4,0.78,0.7,0,0,0,-1,0,-1,0,-1,0,1
07003.mp4,0,-1,0,0,0,0.91,0,0,-1,-1,-1,6
07004.mp4,0,-1,0,0,0,-1,0,-1,0.82,-1,-1,9
07005.mp4,0.87,0.6,0,0,0,0,0,0,0,0,-1,1
07006.mp4,0,-1,-1,0,0,0.9,0,0,-1,0.7,-1,6
07007.mp4,0,0,0,0.73,0,0,0.86,0,0,0,0,7
07008.mp4,-1,-1,0,0,-1,-1,0,-1,-1,0.73,-1,10
07009.mp4,-1,-1,0,-1,0,0,0,0.78,0,0,0,8
07010.mp4,0,0,0.84,0,0,-1,-1,0,0.74,0,0,3
07011.mp4,-1,-1,-1,0,0,0.94,0,0,-1,-1,0,6
07012.mp4,0.89,0.64,0,0,0,-1,0,0,-1,0,0,1
07013.mp4,0,0,0,0,0,0.85,0,0,0,0.68,-1,6
07014.mp4,0.82,0.65,0,0,0,-1,0,0,0,0,0,1
07015.mp4,0,0.84,0,0,-1,-1,0,-1,-1,0,0,2
07016.mp4,0,0,-1,-1,0,0,0.85,0,-1,0,0,7
07017.mp4,0,0,0,0.73,0,0,0.83,0,-1,-1,0,7
07018.mp4,0,-1,0,0,0,0.87,0,0,-1,-1,0,6
07019.mp4,0.73,0,0,0,-1,0.75,0,0,-1,0,0,6
07020.mp4,0,0,-1,0,0,-1,0.88,0,-1,0,0,7
07021.mp4,0,0,0,0,0,0.86,0,-1,-1,-1,-1,6
07022.mp4,0.82,-1,0,0,0,-1,0,-1,0,0,0,1
07023.mp4,0.86,0.6,0,0,0,0,0,0,0,0,-1,1
07024.mp4,0.89,0.7,0,0,0,-1,0,-1,0,0,-1,1
07025.mp4,0,0,0,0,0,0.89,0,0,-1,0.65,-1,6
07026.mp4,-1,0.88,0,0,0,-1,0,-1,0,-1,-1,2
07027.mp4,-1,0,-1,0,0,0.87,0,0,-1,-1,0,6
07028.mp4,0.86,-1,0,0,0,0.75,0,-1,0,-1,0,1
07029.mp4,-1,0,0,0,0,0.85,0,-1,0,0.67,0,6
07030.mp4,0.82,0.6,0,0,0,-1,0,-1,0,-1,0,1
07031.mp4,-1,-1,0,0,0,-1,0,-1,-1,-1,0.7,11
07032.mp4,-1,0,0.77,0,0,0,0.72,0,-1,0,0,3
07033.mp4,0,0,0,0,0,0.89,0,0,0,0.62,0,6
07034.mp4,0.73,0,0,0,0,0.84,0,-1,0,0,0,6
07035.mp4,0,0,0,0,0,0.9,0,0,0,0.68,-1,6
07036.mp4,-1,-1,0,0,0,0.83,0,-1,-1,0.8,-1,6
07037.mp4,0.91,-1,0,0,0,-1,0,0,0,0,0,1
07039.mp4,-1,0,-1,0,0,0.85,-1,0,-1,-1,0,6
07040.mp4,-1,0,0,0,0,0.91,0,-1,-1,-1,-1,6
07041.mp4,-1,0,0,0,0,0.91,0,0,-1,-1,-1,6
07042.mp4,0,0,0,0,0,0.9,-1,0,0,0.72,-1,6
07043.mp4,0,0,0,0,0,0.95,0,0,0,-1,-1,6
07044.mp4,0,0,-1,0,0,0,0.86,0,-1,0,0,7
07045.mp4,0.62,-1,0,-1,0,-1,0,-1,0,-1,0.73,11
07046.mp4,0,0,0,0,0,0.87,0,0,-1,0.73,0,6
07047.mp4,0.9,-1,0,0,0,-1,0,0,-1,-1,0,1
07048.mp4,0.89,0.6,0,0,0,-1,0,0,0,0,0,1
07049.mp4,0,-1,0,0,0,0.83,-1,-1,-1,-1,0,6
07050.mp4,0,0,-1,0,0,0.93,0,-1,-1,-1,-1,6
07051.mp4,0.84,0.69,0,0,0,0,0,-1,0,0,0,1
07052.mp4,0,0,-1,0,0,0.84,-1,-1,0,-1,0,6
07053.mp4,0.73,-1,-1,0,0,0.82,-1,0,0,-1,0,6
07054.mp4,-1,-1,-1,0,0,0.84,-1,-1,-1,-1,0,6
07055.mp4,0.88,-1,0,-1,0,-1,0,-1,0,0,0,1
07056.mp4,0.88,0.61,0,0,0,-1,0,0,-1,0,0,1
07057.mp4,-1,-1,0,0,0,0.8,0,-1,0,0.67,-1,6
07058.mp4,-1,-1,0,0,0,0.85,0,0,0,0.65,0,6
07059.mp4,0,0,0,0,0,0.9,0,0,0,0.7,0,6
07060.mp4,-1,0.7,0,0,0,-1,0,-1,0.85,-1,0,9
07061.mp4,-1,0.83,0,0,0,0,-1,0.7,-1,-1,0,2
07063.mp4,0,0,0,0,0,0.89,0,0,-1,0.62,0,6
07064.mp4,0,-1,-1,0,0,-1,-1,-1,0.8,-1,0,9
07065.mp4,0,-1,-1,0,0,-1,0,0,0.84,-1,0,9
07066.mp4,-1,0.73,0,0,0,0,0,0.72,0,0,0,2
07067.mp4,0,-1,-1,0,0,-1,-1,0,0.73,-1,0,9
07068.mp4,-1,-1,0,0,0,-1,0,-1,0.7,0.62,-1,9
07070.mp4,0,0,0,0,0,0.87,-1,0,-1,-1,0,6
07071.mp4,-1,0.77,0,0,-1,-1,-1,0.77,0,-1,0,2
07072.mp4,0,-1,0,0,0,0.91,0,0,-1,-1,0,6
07073.mp4,0.76,0,-1,0,0,0.8,0.78,0,0,0,0,6
07074.mp4,0,0,0,0,0,0.91,0,0,-1,0.7,0,6
07075.mp4,-1,-1,0,0,0,0.88,0,-1,0.63,0.6,0,6
07076.mp4,0.85,0.68,0,0,0,0,-1,-1,-1,-1,0,1
07077.mp4,0,0,0,0,0,0.91,0,0,0,0.65,-1,6
07078.mp4,-1,-1,0,0,-1,-1,0,0,0.7,0.55,0,9
07079.mp4,0,0,0,0,0,0.81,0,0,0.7,-1,0,6
07080.mp4,-1,-1,0,-1,-1,-1,-1,-1,0.72,-1,0,9
07081.mp4,0,0,0.86,0,0,0,0.75,0,-1,0,0,3
07082.mp4,0,0,0.73,-1,0,0,0.87,0,0,0,0,7
07083.mp4,0,-1,0,0,0,0.85,0,-1,-1,-1,-1,6
07084.mp4,0,-1,0.86,0,0,0,0.81,0,-1,0,0,3
07085.mp4,0,0,0,0,0,0.88,0,0,-1,0.66,-1,6
07086.mp4,-1,0.77,0,0,0,0,-1,-1,0,0,0,2
07087.mp4,0,-1,0,-1,0,-1,0,0,-1,0.76,0,10
07088.mp4,0.82,0.64,0,0,0,0,0,0,0,0,0,1
07089.mp4,0.87,0.64,0,0,0,0,0,0,-1,0,0,1
07090.mp4,0,0,0.87,0,0,0,-1,0,0,-1,0,3
07091.mp4,0,-1,-1,0,0,0.85,0,0,-1,-1,0,6
07092.mp4,0,0,-1,0,0,0,0.89,-1,0,0,0,7
07093.mp4,0,0,0,0,0,0.91,0,0,0,0.65,0,6
07094.mp4,0,-1,-1,0,0,-1,0.9,0,-1,-1,-1,7
07095.mp4,0,0,0,0,0,0.89,-1,0,0,0.6,0,6
07096.mp4,0.84,0.77,0,0,0,0,0,-1,-1,0,0,1
07097.mp4,0,0,-1,0,0,-1,0.93,-1,0,0,0,7
07098.mp4,0.73,-1,0,0,0,-1,0,-1,0.8,0,0,9
07099.mp4,-1,0.8,0,0,0,0,0,0.75,0,0,0,2
07100.mp4,0,-1,-1,0,0,0.77,0,0,0.67,0,0,6
07101.mp4,0.77,0.78,0,0,0,0,0,-1,-1,0,0,2
07102.mp4,-1,0.82,0,0,0,-1,0,0.66,-1,-1,0,2
07103.mp4,0.85,-1,0,0,0,0.79,0,0,-1,-1,0,1
07104.mp4,-1,0.83,0,0,0,0,0,-1,-1,-1,0,2
07105.mp4,0.8,0,0,0,0,0,0.83,0,0,0,0,7
07106.mp4,0.82,0.76,0,0,0,0,0,-1,-1,0,0,1
07107.mp4,-1,0.8,0,0,0,0,0,-1,-1,-1,0,2
07108.mp4,0,0,-1,-1,0,-1,0.87,0,0,0,0,7
07109.mp4,-1,-1,-1,-1,0,0,0.91,-1,-1,0,0,7
07110.mp4,0.83,0.56,0,0,0,0,0,0,0,0,-1,1
07111.mp4,0,-1,0.76,0,0,-1,0,0,0.72,0,-1,3
07112.mp4,0,0,0.82,0,0,-1,-1,0,0.65,-1,0,3
07113.mp4,0,-1,0.62,0,0,0,0.83,0,0,0,0,7
07114.mp4,-1,0.8,0,-1,0,0,0,0.78,0,0,0,2
07115.mp4,0.78,-1,0,0,0,0.86,0,0,0,-1,0,6
07116.mp4,0.91,0.7,0,0,0,0,0,0,0,0,0,1
07118.mp4,0,-1,-1,0,0,0.78,0,0,0.82,-1,0,9
07119.mp4,0.67,0.64,0,0,0,0,-1,-1,-1,-1,0,1
07120.mp4,0,0,0,0,0,0.84,0,0,-1,-1,-1,6
07121.mp4,0,-1,0,0,0,0,-1,-1,0.7,0.67,-1,9
07122.mp4,0,0.76,0,0,0,0,0,0.76,0.77,-1,-1,9
07123.mp4,0,0,-1,0,0,-1,0.75,0,-1,-1,-1,7
07124.mp4,0.63,-1,-1,0,0,-1,-1,-1,0,0,0,1
07125.mp4,0,-1,0,0,0,0.91,0,0,-1,0.68,0,6
07126.mp4,-1,-1,0,0,0,0.88,0,0,0,0.62,0,6
07127.mp4,0.88,0.62,0,0,0,0,0,0,-1,0,0,1
07128.mp4,0,0,-1,0,0,-1,0.77,0,-1,0,0,7
07129.mp4,0,0,-1,0,0,0.93,0,0,-1,0.65,0,6
07130.mp4,0,0,-1,-1,0,0,0.89,-1,0,0,0,7
07131.mp4,0,-1,-1,0,0,0.88,0,0,-1,-1,0,6
07132.mp4,-1,0,-1,0,0,-1,0.71,0,0,-1,-1,7
07133.mp4,0.79,-1,0,0,0,0.77,0,0,-1,-1,0,1
07134.mp4,0,0,0,0,0,0.9,0,0,0,0.7,0,6
07135.mp4,0,-1,0,-1,0,0,-1,0.71,-1,0,0,8
07136.mp4,-1,0.8,0,0,0,0,-1,-1,0,0.68,-1,2
07137.mp4,0.75,0.74,0,0,0,0,0,-1,0.64,0,0,1
07138.mp4,0,0,0,0,0,0.9,0,0,0,0.62,-1,6
07139.mp4,0,0,0,0,0,0.9,0,0,-1,0.57,0,6
07140.mp4,0,0,0.83,0,0,0,0.85,0,0,0,0,7
07141.mp4,-1,-1,0,0,0,0.92,0,-1,-1,-1,0,6
07142.mp4,-1,-1,0,0,0,0.91,0,0,-1,-1,0,6
07143.mp4,0,0,0,0,0,0.92,0,0,-1,-1,0,6
07144.mp4,0.91,0.59,0,0,0,0,0,0,0,0,0,1
07145.mp4,0.82,-1,0,0,0,-1,-1,-1,-1,0,0,1
07146.mp4,0,0,0,0,0,0.89,0,0,-1,0.68,-1,6
07147.mp4,0,0,0,0,0,0.92,-1,0,-1,0.7,-1,6
07148.mp4,-1,-1,-1,0,0,0,0.85,0,0,0,0,7
07149.mp4,-1,0.73,0,0,0,-1,-1,-1,-1,-1,-1,2
07150.mp4,0,-1,0,0,0,0.89,0,0,-1,0.72,-1,6
07151.mp4,0,-1,0,0,0,0.87,-1,0,-1,0.62,-1,6
07152.mp4,0,-1,0,0,0,0.87,0,0,-1,0.7,-1,6
07153.mp4,0,0,0,0,0,0.87,-1,0,-1,-1,0,6
07154.mp4,0.86,-1,0,0,0,0.73,0,-1,0,0,0,1
07155.mp4,0,-1,0,0,0,0.94,0,0,-1,0.65,0,6
07156.mp4,0,-1,0,-1,0,0.84,0,0,-1,-1,0,6
07157.mp4,0.9,0.63,0,0,0,0,0,0,0,0,0,1
07158.mp4,0.94,0.65,0,0,0,0,0,0,-1,0,0,1
07159.mp4,0.93,0.7,0,0,0,-1,0,0,-1,0,0,1
07160.mp4,-1,0,0,0,0,0.9,0,0,-1,-1,0,6
07161.mp4,0,0,0,0,0,0.93,0,0,0,0.68,0,6
07162.mp4,0,-1,-1,-1,0,-1,0,-1,0.84,0.62,0,9
07163.mp4,-1,-1,-1,0,0,0,0,0,0.86,-1,0,9
07164.mp4,0.9,-1,0,0,0,0,0,0,0.67,0,0,1
07165.mp4,-1,-1,-1,0,0,-1,-1,0,0.86,0,0,9
07166.mp4,0,-1,0,-1,0,0,0,0.76,-1,0,0,8
07167.mp4,-1,-1,0.71,0,0,-1,0,0,0.72,-1,0,9
07168.mp4,0.91,0.62,0,0,0,0,0,0,-1,0,0,1
07169.mp4,0,0,0,0.7,0,0,0.78,0,-1,0,0,7
07170.mp4,-1,-1,0,0,0,-1,0.68,0,0.84,0,0,9
07171.mp4,0,0,0,0,0,0.89,0,0,-1,-1,0,6
07172.mp4,0,0,0,0.79,0,0,0.87,0,0,0,0,7
07173.mp4,0,-1,-1,0,0,0,0.81,-1,0.68,0,0,7
07174.mp4,0,-1,-1,0,0,0.76,-1,0,0.95,-1,0,9
07175.mp4,-1,-1,0,0,0,0.89,0,0,-1,-1,0,6
07176.mp4,0.74,0.7,0,0,0,-1,0,-1,-1,-1,-1,1
07177.mp4,-1,-1,0,0,0,0,0.87,-1,-1,0,0,7
07178.mp4,0,-1,0,0,0,0.9,0,0,-1,-1,-1,6
07179.mp4,-1,0.63,0,0,0,-1,0,-1,0.82,-1,-1,9
07180.mp4,0.92,0.72,0,0,0,0,0,0,-1,0,0,1
07181.mp4,-1,-1,-1,0,0,0.82,-1,0,0.73,-1,0,6
07182.mp4,0,0,-1,0,0,0.84,0.92,0,0,-1,0,7
07183.mp4,0.65,-1,-1,0,0,0,0.81,0,-1,0,0,7
07184.mp4,-1,0.67,0,0,0,0,0,0.87,0,0,0,8
07185.mp4,0.79,0.65,0,0,0,0,0,0.83,0,0,0,8
07186.mp4,0.81,-1,0,0,0,0,0,-1,-1,0,0,1
07187.mp4,0,0,-1,0,0,0,0.77,-1,0.82,-1,0,9
07188.mp4,0,0.6,0,-1,0,0,0,0.84,0,0,0,8
07189.mp4,-1,0.74,0,0,0,-1,-1,0.76,-1,0,0,8
07190.mp4,0,-1,-1,0,0,0.9,-1,-1,-1,-1,0,6
07191.mp4,0,0,0,0,0,0.92,0,0,-1,-1,0,6
07192.mp4,0.94,0.6,0,0,0,0,0,-1,-1,0,0,1
07193.mp4,0,0,0,0,0,0.92,0,0,-1,-1,0,6
07194.mp4,0.77,-1,0,0,-1,0,0,0,-1,0,0,1
07195.mp4,0,-1,0,0,0,0.84,0,0,-1,-1,0,6
07196.mp4,0.8,0,-1,0,0,-1,0.9,0,0,0,0,7
07197.mp4,0.92,-1,0,0,0,-1,0,0,-1,0,0,1
07198.mp4,-1,0.86,0,0,0,-1,-1,-1,-1,-1,-1,2
07199.mp4,0,-1,0,0,0,0.93,0,0,-1,0.68,-1,6
07200.mp4,0,-1,0,0,0,0.85,0,0,0,0.68,-1,6
07201.mp4,0,0,-1,0,0,0.94,0,0,-1,0.6,-1,6
07202.mp4,0.77,0.68,0,0,0,0,0,-1,-1,0.74,-1,1
07203.mp4,0,0,0,0,0,0.84,0,0,-1,0.75,0,6
07204.mp4,0,-1,0,0,0,-1,0.84,0,0.68,-1,0,7
07205.mp4,0.91,0.62,0,0,0,0,-1,0,-1,0,0,1
07206.mp4,0.9,-1,-1,0,0,-1,-1,-1,-1,0,0,1
07207.mp4,0,-1,0,0,0,0.9,0,0,0.65,-1,-1,6
07208.mp4,0,0,0,0.73,0,-1,0.84,0,0,0,0,7
07209.mp4,0,-1,-1,0,0,-1,-1,0,0.68,0.66,0,9
07210.mp4,-1,-1,-1,0,0,0,-1,0,0.83,-1,0,9
07211.mp4,0,0,0,0,0,0.89,0,0,-1,-1,-1,6
07212.mp4,-1,-1,0,0,0,0.89,0,0,-1,0.6,0,6
07213.mp4,0,-1,0.83,0,0,0.85,0,0,0,-1,-1,6
07214.mp4,0,-1,0,-1,0,0.82,0,-1,0,0.6,-1,6
07215.mp4,0,0,0.82,0,0,0,0.85,0,-1,-1,0,7
07216.mp4,0.84,0.66,0,0,0,-1,-1,0,-1,0,0,1
07217.mp4,0,0,0,0,0,0.94,0,0,-1,0.62,-1,6
07218.mp4,0.92,-1,0,0,0,-1,0,0,-1,-1,0,1
07219.mp4,0,-1,0.7,0,0,-1,-1,0,0.76,-1,0,9
07220.mp4,-1,-1,-1,0,0,0.86,-1,0,-1,-1,0,6
07221.mp4,-1,0.72,0,0,0,0,0,-1,-1,-1,0.93,11
07222.mp4,-1,0.77,0,0,0,0,-1,0.64,-1,0,0,2
07223.mp4,0,-1,0,0,0,-1,0,-1,0,0.78,0.7,10
07224.mp4,0,-1,0,0,0,0.79,0,0,-1,0.65,0,6
07225.mp4,-1,-1,0,-1,0,0.84,-1,0,-1,-1,0,6
07226.mp4,0.75,-1,0,0,0,-1,0,0,-1,0,0,1
07227.mp4,-1,0.81,0,0,0,-1,-1,0.74,0,0,0,2
07228.mp4,0,0,0,0.72,0,0,0.86,0,-1,-1,0,7
07229.mp4,0,-1,-1,-1,0,0,0.89,0,-1,0,0,7
07230.mp4,-1,-1,-1,0,0,-1,0,-1,-1,0.73,-1,10
07231.mp4,0,0,-1,0,0,0,0.7,0,0.74,-1,0,9
07232.mp4,0,-1,0,0,0,-1,-1,-1,-1,0.73,-1,10
07233.mp4,0,-1,-1,0,0,-1,0.85,0,-1,-1,0,7
07234.mp4,-1,0.79,0,0,0,0,0,0.74,-1,0,0,2
07236.mp4,-1,0.82,0,0,0,0,-1,-1,0.8,-1,0,2
07239.mp4,0,-1,-1,0,0,0,0.81,-1,-1,0,0,7
07240.mp4,-1,-1,0,0,0,0.77,-1,0,-1,-1,0,6
07241.mp4,0,0,0.78,0,0,-1,-1,0,0.72,-1,0,3
07242.mp4,0,0,0,0,0,0.71,-1,0,0,0.66,-1,6
07243.mp4,0.7,0.74,0,0,0,-1,0,-1,-1,-1,0,2
07244.mp4,0.8,0.73,0,0,0,0,0,-1,0,0,0,1
07245.mp4,-1,-1,0,0,0,0.88,0,0,0.76,-1,0,6
07246.mp4,0,-1,-1,0,0,-1,0.79,0,0.72,-1,-1,7
07247.mp4,0,-1,0,0,0,-1,0.8,0,0,0.76,-1,7
07249.mp4,-1,-1,0,0,0,0.84,0,0,-1,-1,0,6
07250.mp4,-1,-1,-1,0,0,-1,-1,0,0.89,-1,0,9
07251.mp4,0,-1,0.68,0,0,0,0.86,0,0,0,0,7
07252.mp4,0,-1,-1,0,0,0,0.86,0,0,0,0,7
07253.mp4,0.82,0.78,0,-1,0,0,0,-1,-1,-1,0,1
07254.mp4,0.86,-1,0,0,0,-1,0,-1,-1,0,0,1
07255.mp4,0,-1,0,0,0,0.81,0,0,-1,0.68,-1,6
07256.mp4,0.91,0.63,0,0,0,0,-1,-1,-1,0,0,1
07257.mp4,-1,-1,-1,0,0,0.66,-1,0,-1,-1,0,6
07258.mp4,-1,-1,0,0,0,-1,0,-1,-1,0.77,0.83,11
07259.mp4,0,-1,-1,0,0,-1,-1,0,0.66,0,0,9
07260.mp4,-1,0.81,-1,0,0,0,0,-1,-1,0.64,0,2
07261.mp4,0.74,0.76,0,0,0,0,0,-1,-1,-1,-1,2
07262.mp4,-1,-1,-1,0,0,0,-1,-1,0.81,-1,0,9
07263.mp4,-1,-1,0,0,0,-1,0,-1,-1,0.76,0.83,11
07264.mp4,-1,-1,0,0,0,0.9,0,0,-1,-1,0,6
07265.mp4,0,0.82,0,-1,0,0,-1,0.68,-1,-1,0,2
07266.mp4,0,0,0,-1,0,0.86,0,0,0,-1,0,6
07267.mp4,0,-1,0,0,0,0.72,-1,0,0.64,0.65,-1,6
07268.mp4,0.81,0.68,0,0,0,-1,0,-1,-1,0,-1,1
07269.mp4,0,0,0,0,0,0.89,0,0,0,0.7,-1,6
07270.mp4,0,0,0,0,0,0.92,0,0,-1,-1,-1,6
07271.mp4,0.84,0.64,0,0,0,0,-1,-1,0,0,0,1
07272.mp4,0,0,0,0,0,0.91,0,0,-1,-1,0,6
07273.mp4,0,-1,0,0,0,0.82,0,0,-1,-1,-1,6
07274.mp4,0,-1,-1,0,0,0.89,0,0,-1,-1,0,6
07275.mp4,0,0.76,0,0,0,0.92,0,0,-1,-1,0,6
07276.mp4,0.85,-1,0,0,0,0,0,-1,-1,0,0,1
07277.mp4,0.92,0.76,0,0,0,0,0,0,-1,0,0,1
07278.mp4,-1,0.75,0,0,0,-1,0,0.76,-1,0,0,8
07279.mp4,0,-1,-1,-1,0,-1,0.91,0,-1,0.7,0,7
07280.mp4,0,0.76,0,0,0,-1,-1,-1,0.6,-1,0,2
07281.mp4,0.92,0.73,0,0,0,0,0,-1,-1,0,0,1
07282.mp4,-1,0.79,0,0,0,-1,0,-1,-1,0,0,2
07283.mp4,0.88,0.7,0,0,0,-1,0,0,-1,0,0,1
07284.mp4,0,-1,0,0,0,0.85,0,0,-1,0.67,-1,6
07285.mp4,0,0.81,0,0,0,-1,0,-1,-1,-1,0,2
07286.mp4,-1,0.79,0,0,0,0,0.81,0,-1,0,0,7
07287.mp4,0,0,-1,0,0,0,0.88,0,-1,0,0,7
07288.mp4,0.86,0.65,0,0,0,0,0,0,-1,0,-1,1
07289.mp4,0,0,-1,0,0,-1,0.82,0,0.83,-1,0,9
07290.mp4,0,0,-1,-1,0,0,0.93,-1,-1,0,0,7
07291.mp4,0,-1,0,0,0,0,0.8,-1,0.62,-1,-1,7
07292.mp4,0,0,0,0,0,0.91,0,-1,-1,-1,-1,6
07293.mp4,-1,0.87,0,0,0,0,0.86,-1,-1,-1,0,2
07294.mp4,0,-1,-1,0,0,0,0.88,0,-1,0,0,7
07295.mp4,0,-1,0,-1,0,0,-1,-1,0.89,0.68,0,9
07296.mp4,0.9,0.72,0,0,0,-1,0,-1,-1,0,0,1
07297.mp4,0,0,-1,0,0,0,0.85,0,-1,0,0,7
07298.mp4,0,0,0,0,0,0.83,0,0,-1,0.64,-1,6
07299.mp4,0,-1,0,0,0,0,0.9,-1,0.64,-1,0,7
07300.mp4,0,0,0,0,0,0.94,0,0,-1,0.7,-1,6
07301.mp4,0,-1,-1,0,0,-1,0.91,-1,-1,0,0,7
