clip,anger(1),disgust(2),fear(3),happiness(4),neutral(5),sadness(6),surprise(7),contempt(8),anxiety(9),helplessness(10),disappointment(11),multi_label
08740.mp4,0,-1,-1,0,0,0,-1,0,0.87,0.62,-1,"9,10"
08741.mp4,0.76,-1,0,0,0,0,0,-1,0.78,0,0,"1,9"
08742.mp4,-1,-1,0,0,0,-1,0,-1,0.82,0.78,-1,"9,10"
08743.mp4,0,-1,0,0,0,-1,-1,0,0.83,0.62,-1,"9,10"
08749.mp4,-1,0.86,0,0,0,0,-1,0.82,-1,0,0,"2,8"
08750.mp4,0.92,0.73,0,0,0,0,0,0,0,0,-1,"1,2"
08751.mp4,0,0,0.83,0,0,0,0.93,0,-1,0,0,"3,7"
08752.mp4,-1,-1,-1,0,0,-1,0,0,0.8,0.78,-1,"9,10"
08753.mp4,0,0.7,0,-1,0,0,0,0.87,-1,-1,0,"2,8"
08754.mp4,0.93,0.77,0,0,0,0,0,0,-1,0,-1,"1,2"
08755.mp4,0,0.81,0,0,-1,-1,0,-1,0.7,0,-1,"2,9"
08758.mp4,-1,0.85,0,0,0,-1,0,0,0.88,0,0,"2,9"
08759.mp4,0.95,-1,0,0,0,0.78,0,0,0,0,-1,"1,6"
08761.mp4,0,0,0.76,0,0,0,0.84,0,0.68,0,0,"3,7,9"
08762.mp4,0,-1,0,0,0,0.95,0,0,-1,0.72,0,"6,10"
08763.mp4,0,-1,0,0,0,0.93,-1,0,-1,0.76,0,"6,10"
08765.mp4,0,0,0.88,0,0,-1,-1,0,0.73,0,0,"3,9"
08766.mp4,0,0,0,0,0,0.77,0,0,0.86,0.73,0,"6,9,10"
08768.mp4,-1,0,0,0,0,0.92,-1,0,-1,0.7,-1,"6,10"
08771.mp4,-1,-1,0,0,0,-1,0,-1,0.78,0.8,-1,"9,10"
08773.mp4,0,0,0,0,0,-1,-1,0,0.62,0.87,0.92,"9,10,11"
08775.mp4,0.91,0.7,-1,0,0,0,0,-1,-1,0,0,"1,2"
08778.mp4,0,0,0,0,0,0.95,0,0,0,0.73,0,"6,10"
08779.mp4,0,-1,0,0,0,0.84,0,0,0.86,0.75,-1,"6,9,10"
08781.mp4,0,-1,-1,0,0,0.77,-1,0,0.87,-1,-1,"6,9"
08784.mp4,-1,0.92,0,0,0,0,0,0.83,0,-1,-1,"2,8"
08785.mp4,-1,-1,0,0,0,-1,0,-1,-1,0.68,0.85,"10,11"
08786.mp4,0,-1,0,0,0,0.9,0,0,-1,0.78,0,"6,10"
08787.mp4,0,-1,0,0,0,0.78,0,0,-1,0.75,-1,"6,10"
08788.mp4,-1,0.86,0,0,0,0,0,0.7,0,0,-1,"2,8"
08792.mp4,0,0,0,-1,0,-1,-1,0,0.77,0.88,-1,"9,10"
08793.mp4,0,-1,0,0,0,-1,0,-1,-1,0.9,0.87,"10,11"
08794.mp4,0,0,0,-1,0,0.82,0,0,-1,0.82,-1,"6,10"
08795.mp4,-1,0.86,0,0,0,0,0,0.75,0,0,-1,"2,8"
08796.mp4,0,-1,0,0,0,0.79,-1,0,-1,0.84,-1,"6,10"
08802.mp4,0,-1,0,0,0,0.81,0,-1,0.8,-1,0,"6,9"
08804.mp4,0,0.8,0,-1,0,0,-1,0.82,0,0,0,"2,8"
08805.mp4,0.79,0.82,0,0,0,0,0,-1,-1,0,-1,"1,2"
08807.mp4,0,0,0,0,0,0.94,0,0,-1,0.76,0,"6,10"
08809.mp4,0.91,0.84,0,0,0,0,0,-1,0,0,-1,"1,2"
08810.mp4,0,-1,0,0,0,0.94,0,0,-1,0.88,0,"6,10"
08820.mp4,-1,0.82,0,0,0,-1,0,-1,0.82,-1,0,"2,9"
08821.mp4,0,-1,0.87,0,0,0.88,0,0,-1,-1,0,"3,6"
08822.mp4,0,-1,0,0,0,0.94,0,0,-1,0.75,0,"6,10"
08823.mp4,0,0,0.76,-1,0,0,0.92,0,0.7,-1,0,"3,7,9"
08827.mp4,0.88,0.84,0,0,0,0,0,-1,-1,-1,-1,"1,2"
08828.mp4,-1,0.8,0,0,0,-1,0,0.76,0,0,0,"2,8"
08829.mp4,0,0,-1,0.73,0,0,0.89,0,0,0,0,"4,7"
08830.mp4,0.89,0.68,0,0,0,0,0,-1,-1,0,-1,"1,2"
08831.mp4,0,-1,0,0,0,0.92,0,0,-1,0.78,0,"6,10"
08833.mp4,0.91,0.75,0,0,0,0,-1,-1,0,0,-1,"1,2"
08834.mp4,0,0.76,0,0,0,0,0,-1,0.77,-1,-1,"2,9"
08836.mp4,0,-1,0,0,0,0.88,0,0,0.8,0.78,-1,"6,9,10"
08837.mp4,0,-1,0,0,0,0.95,0,0,0,0.78,0,"6,10"
08838.mp4,0,0,0.93,0,0,0,0.79,0,0,-1,0,"3,7"
08839.mp4,0,0,0.74,0,0,-1,0.86,0,0,0,0,"3,7"
08840.mp4,-1,0.86,0,0,0,0,0,0.77,-1,0,-1,"2,8"
08841.mp4,0.86,0.8,0,0,0,0,0,-1,-1,-1,-1,"1,2"
08843.mp4,-1,-1,0,0,0,0.84,0,0,0.94,-1,0,"6,9"
08849.mp4,0,-1,0,0,0,0.92,0,0,-1,0.78,0,"6,10"
08851.mp4,0,-1,0,0,0,0.92,0,0,-1,0.68,0,"6,10"
08854.mp4,0,0,0.77,0,0,0.84,0,0,-1,-1,0,"3,6"
08856.mp4,0,0,0,0,0,0.81,0,0,-1,0.8,0,"6,10"
08857.mp4,0,0.83,0,0,0,-1,0,-1,0.7,0.8,-1,"2,9,10"
08858.mp4,-1,-1,0,-1,0,-1,0,-1,-1,0.86,0.9,"10,11"
08859.mp4,0,0,0,0.74,0,0,0.88,0,-1,0,0,"4,7"
08860.mp4,0.93,0.8,0,0,0,0,0,-1,0,0,-1,"1,2"
08861.mp4,0,0.86,0,0,0,0,0,0.82,-1,0,-1,"2,8"
08863.mp4,0,0,0,0,0,0.88,0,0,-1,0.74,0,"6,10"
08864.mp4,0,0,0,0,0,0.95,0,0,-1,0.74,0,"6,10"
08865.mp4,0,0,0,-1,0,-1,0.77,0,0.72,-1,0,"7,9"
08866.mp4,-1,0.79,0,0,0,0,0,-1,0.8,0,-1,"2,9"
08867.mp4,0,-1,0,0,0,0.76,0,0,0.88,0.82,-1,"6,9,10"
08868.mp4,-1,-1,0.85,0,0,0,0.83,0,-1,0,0,"3,7"
08869.mp4,0,0,0,0.78,0,0,0.85,0,0,0,0,"4,7"
08870.mp4,0.86,0.8,0,0,0,0,0,0.88,0,0,0,"1,2,8"
08871.mp4,0,-1,0,0,0,-1,0,0,0.87,0.88,0.83,"9,10,11"
08874.mp4,0,0,0,0,0,0.86,0,0,0.88,0.7,0,"6,9,10"
08875.mp4,0,0,0,0.82,0,0,0.95,-1,0,0,0,"4,7"
08876.mp4,0,0,0.81,0,0,-1,-1,0,0.77,-1,0,"3,9"
08877.mp4,0.8,0.79,0,0,0,0,-1,-1,-1,0,-1,"1,2"
08878.mp4,0,-1,0.93,0,0,0.87,-1,0,0.77,-1,0,"3,6,9"
08879.mp4,0,-1,0,0,0,-1,0,0,0.88,0.77,-1,"9,10"
08880.mp4,0,0,0,0,0,0.95,0,0,-1,0.84,-1,"6,10"
08881.mp4,0,0,0,0,0,0.93,0,0,-1,0.77,0,"6,10"
08883.mp4,0,0,0.82,0,0,0.8,0,0,-1,-1,0,"3,6"
08884.mp4,0,-1,0,0,0,-1,0,0,0.86,0.66,-1,"9,10"
08885.mp4,-1,-1,-1,0,0,-1,-1,-1,0.87,0.72,-1,"9,10"
08886.mp4,0,-1,0.74,0,0,0.77,0,0,0.87,-1,0,"3,6,9"
08887.mp4,0,0.8,0,0,0,-1,-1,0.84,-1,-1,-1,"2,8"
08888.mp4,0,0.85,0,0,0,-1,-1,-1,0,0.85,-1,"2,10"
08889.mp4,0.71,0.81,0,0,0,0,0,-1,0.8,0,0,"1,2,9"
08891.mp4,0,-1,0,0,0,-1,0,-1,0.93,0.78,0.7,"9,10,11"
08892.mp4,0,0,0,0,0,0.95,0,0,-1,0.72,-1,"6,10"
08894.mp4,0,-1,0,0,0,0.96,0,0,-1,0.72,0,"6,10"
08895.mp4,0.87,0.83,0,0,0,0,0,-1,0,0,-1,"1,2"
08898.mp4,0,-1,0,0,0,0.86,0,0,0.92,0.77,-1,"6,9,10"
08899.mp4,0,0,0.82,0,0,-1,0.89,0,-1,0,0,"3,7"
08901.mp4,0,0,0.79,0,0,0,0.84,0,0,0,0,"3,7"
08902.mp4,0.91,0.78,0,0,0,0,-1,-1,-1,0,-1,"1,2"
08903.mp4,0,-1,0.85,0,0,-1,-1,0,0.8,-1,0,"3,9"
08904.mp4,-1,0.88,0,0,0,-1,-1,0.82,-1,0,-1,"2,8"
08905.mp4,0.93,0.78,0,0,0,0,0,0,0,-1,-1,"1,2"
08906.mp4,0,0,-1,0,0,0.86,0,0,0.88,0.72,-1,"6,9,10"
08907.mp4,0.83,0.72,0,0,0,0,0,-1,-1,0,-1,"1,2"
08908.mp4,0,0,0,0,0,0.91,0,0,-1,0.78,-1,"6,10"
08909.mp4,-1,-1,-1,0,0,0.77,0,0,0.9,-1,0,"6,9"
08910.mp4,0,0,0,0.76,0,0,0.86,0,-1,0,0,"4,7"
08911.mp4,0,-1,-1,0,0,0.91,0,0,0.85,0.75,0,"6,9,10"
08912.mp4,0,0,-1,0,0,0.78,0,0,0.78,-1,0,"6,9"
08913.mp4,0,0,0,0,0,0.89,0,0,-1,0.75,0,"6,10"
08915.mp4,0,-1,0.77,0,0,0,-1,0,0.8,0,0,"3,9"
08916.mp4,0,-1,0,0,0,0.83,-1,0,0.81,-1,0,"6,9"
08917.mp4,0,0,-1,-1,0,0,0.84,0,0.62,-1,0,"7,9"
08918.mp4,0,0,0.84,0,0,0,0.91,0,0,0,0,"3,7"
08920.mp4,0,-1,0,0,0,-1,0,0,-1,0.8,0.9,"10,11"
08921.mp4,0,-1,0.67,0,0,-1,-1,0,0.86,-1,-1,"3,9"
08925.mp4,0,-1,0,0,0,0.9,0,0,0.84,-1,0,"6,9"
08927.mp4,0.8,0.75,0,0,0,0,-1,0.8,0,0,-1,"1,2,8"
08930.mp4,0.86,0.76,0,0,0,0,0,0,-1,0,0,"1,2"
08931.mp4,0,0,0,0.8,0,0,0.84,0,0,0,0,"4,7"
08932.mp4,0.79,0.75,0,0,0,-1,0,-1,0,0,-1,"1,2"
08934.mp4,0.83,0.8,0,0,0,-1,0,-1,-1,-1,-1,"1,2"
08935.mp4,0,-1,0,0,0,-1,-1,-1,0.77,0.78,-1,"9,10"
08937.mp4,-1,0.8,0,0,0,0,0,0.88,-1,0,-1,"2,8"
08938.mp4,-1,-1,0,0,0,-1,0,0,0.88,0.8,-1,"9,10"
08941.mp4,0,-1,-1,0,0,0.82,0,0,0.82,-1,0,"6,9"
08942.mp4,0,-1,0,0,0,0.91,0,0,-1,0.8,-1,"6,10"
08943.mp4,-1,-1,-1,0,0,-1,0.77,0,0.7,-1,0,"7,9"
08944.mp4,0,-1,0,0,0,0.76,0,0,-1,0.76,0.93,"6,10,11"
08945.mp4,0.77,-1,-1,0,0,0.75,0,0,-1,0,0,"1,6"
08946.mp4,0,-1,0.77,0,0,-1,0.76,0,0.73,0,0,"3,7,9"
08948.mp4,0,0.83,0,0,0,-1,-1,-1,0.78,-1,-1,"2,9"
08950.mp4,0,0,-1,-1,0,0,0.77,0,0.8,0,-1,"7,9"
08952.mp4,0,-1,-1,0,0,-1,0,0,0.82,0.75,-1,"9,10"
08954.mp4,0,0.7,0,-1,0,0,-1,0.86,-1,0,0,"2,8"
08955.mp4,-1,0.86,0,0,0,-1,0,-1,0.8,0,-1,"2,9"
08956.mp4,0,-1,0,0,0,0.9,0,0,-1,0.76,-1,"6,10"
08958.mp4,0,0,0.74,-1,0,0,0.8,0,-1,0,0,"3,7"
08960.mp4,0,-1,-1,0,0,0,0.83,0,0.72,0,0,"7,9"
08962.mp4,0,0.78,0,0,0,-1,0,-1,0,0.88,-1,"2,10"
08963.mp4,-1,-1,0,0,0,-1,-1,0,0.91,0.75,-1,"9,10"
08964.mp4,0,-1,0,0,0,0.89,0,0,-1,0.82,-1,"6,10"
08965.mp4,0,-1,-1,0,0,-1,-1,0,0.77,0.73,0,"9,10"
08967.mp4,0.9,0.76,0,0,0,0,0,-1,-1,0,-1,"1,2"
08968.mp4,0.95,0.77,0,0,0,0,0,-1,-1,0,-1,"1,2"
08969.mp4,0,0.78,0,0,0,0,0.84,-1,0,0,-1,"2,7"
08970.mp4,0,-1,0,0,0,0.95,0,0,-1,0.8,-1,"6,10"
08971.mp4,0.78,0.78,0,0,0,0,0,-1,0,0,-1,"1,2"
08972.mp4,0,-1,-1,0,0,0,0.9,0,0.8,-1,0,"7,9"
08974.mp4,-1,0.82,0,0,0,0,0,0.74,0,0,-1,"2,8"
08975.mp4,-1,0.83,-1,0,0,0,0.8,-1,-1,-1,-1,"2,7"
08976.mp4,0,-1,-1,0,0,0.9,0,0,0.77,-1,0,"6,9"
08978.mp4,0.83,-1,0,0,0,-1,0,-1,0.84,-1,-1,"1,9"
08979.mp4,0.78,0.74,0,0,0,-1,0,-1,-1,-1,-1,"1,2"
08980.mp4,0.83,-1,0,0,0,-1,0,0,-1,0.83,-1,"1,10"
08982.mp4,0.95,0.76,0,0,0,0,0,0,-1,0,-1,"1,2"
08983.mp4,0,-1,0,0,0,-1,0,0,-1,0.83,0.75,"10,11"
08984.mp4,0.9,0.72,0,0,0,0,0,0,-1,0,-1,"1,2"
08987.mp4,-1,0.74,0,0,0,-1,0,-1,0.9,-1,-1,"2,9"
08988.mp4,0,-1,0.81,0,0,-1,-1,0,0.85,-1,0,"3,9"
08989.mp4,0,-1,0.86,0,0,-1,-1,0,0.79,-1,0,"3,9"
08990.mp4,0,-1,-1,0,0,0.91,0,0,0.78,-1,0,"6,9"
08994.mp4,0,-1,0,0,0,0.93,0,0,0.75,0.8,-1,"6,9,10"
08995.mp4,0.8,0.74,0,0,0,-1,0,-1,-1,0,-1,"1,2"
08996.mp4,0,-1,-1,0,0,0.74,-1,0,0.8,-1,-1,"6,9"
08997.mp4,0,-1,0,0,0,0.94,0,0,0.75,0.7,0,"6,9,10"
08998.mp4,0,0,0,0,0,0.91,0,0,-1,0.75,0,"6,10"
08999.mp4,0,0,-1,0,0,-1,-1,0,0.89,0.68,-1,"9,10"
09000.mp4,-1,0.77,0,0,0,-1,0,-1,0,-1,0.82,"2,11"
09001.mp4,0.95,0.78,0,0,0,0,0,-1,-1,0,-1,"1,2"
09002.mp4,-1,-1,0,0,0,-1,0,-1,0,0.84,0.93,"10,11"
09007.mp4,0.75,0.8,0,0,0,0,-1,0.8,-1,0,-1,"1,2,8"
09008.mp4,0,-1,0,0,0,-1,-1,-1,0.62,0.9,0.95,"9,10,11"
09009.mp4,-1,-1,0,0,0,-1,0,-1,0.75,0.87,0.83,"9,10,11"
09010.mp4,0,0,-1,0,0,0,0.9,0,0.6,-1,0,"7,9"
09011.mp4,0.85,0.75,0,0,0,0,0,-1,-1,0,-1,"1,2"
09012.mp4,0,0,0.9,0,0,0.89,-1,0,-1,0,0,"3,6"
09013.mp4,-1,0,0.88,0,0,0.87,0,0,0.7,0,0,"3,6,9"
09014.mp4,-1,0.81,0,0,0,0,0,0.8,0,0,0,"2,8"
09015.mp4,0,0,0,0,0,0.95,0,0,-1,0.8,0,"6,10"
09016.mp4,0,0,0,0,0,0.93,0,0,-1,0.8,0,"6,10"
09017.mp4,0.92,0.8,0,0,0,0,0,-1,-1,0,-1,"1,2"
09018.mp4,0,0.74,0,0,0,-1,-1,0,0.9,-1,-1,"2,9"
09021.mp4,0.9,0.74,0,0,0,-1,-1,0,-1,0,-1,"1,2"
09023.mp4,-1,-1,0.84,0,0,-1,0.93,0,-1,0,0,"3,7"
09026.mp4,0,0,0,0,0,0.96,0,0,-1,0.77,0,"6,10"
09029.mp4,0,0,0.9,0,0,0,0.89,0,-1,0,0,"3,7"
09030.mp4,0,0.86,0,0,0,0,-1,-1,0.7,-1,-1,"2,9"
09031.mp4,0.86,0.67,0,0,0,0,0,0,-1,0,-1,"1,2"
09032.mp4,0.82,0.7,0,0,0,0,-1,-1,-1,0,-1,"1,2"
09033.mp4,0.85,0.74,0,0,0,0,-1,-1,-1,0,-1,"1,2"
09034.mp4,-1,0.8,0,0,0,0,0,-1,0.73,-1,-1,"2,9"
09037.mp4,0.83,-1,0,0,0,0,0.79,-1,-1,0,-1,"1,7"
09038.mp4,0,0,0,0,0,0.89,0,0,0.72,-1,-1,"6,9"
09040.mp4,0,0,0.77,0,0,-1,-1,0,0.92,-1,0,"3,9"
09043.mp4,0,0.85,0,0,0,0,0,-1,0.72,0.8,-1,"2,9,10"
09044.mp4,0,0.75,0,0,0,0,0,0.8,0,-1,-1,"2,8"
09045.mp4,0,0,-1,0,0,0.88,0,0,0.8,-1,0,"6,9"
09046.mp4,0,0,0.86,0,0,0,0.78,0,-1,0,0,"3,7"
09047.mp4,0,0,0,0,0,0.95,-1,0,-1,0.7,-1,"6,10"
09048.mp4,0,0,0.73,0,0,0,0.86,0,-1,0,0,"3,7"
09049.mp4,-1,0,0,0,0,0.9,0,0,0.76,-1,0,"6,9"
09050.mp4,0.89,0.76,0,0,0,0,0,-1,-1,0,-1,"1,2"
09051.mp4,0,0.9,0,0,0,-1,0,-1,-1,0,0.8,"2,11"
09052.mp4,0.92,0.76,0,0,0,0,0,-1,-1,0,-1,"1,2"
09053.mp4,0,-1,0,0,0,-1,0,0,0.85,0.75,0.77,"9,10,11"
09055.mp4,0.68,0.8,0,0,0,0,0,-1,-1,0,-1,"1,2"
09057.mp4,-1,0.7,-1,0,0,0,0.89,-1,-1,0,-1,"2,7"
09060.mp4,0.85,0.76,-1,0,0,0,0,-1,-1,0,-1,"1,2"
09065.mp4,0,0,-1,0,0,0,0.82,0,0.8,-1,0,"7,9"
09066.mp4,-1,-1,-1,0,0,0,0.83,0,0.75,0,-1,"7,9"
09069.mp4,0,-1,0,0,0,-1,0,-1,-1,0.87,0.82,"10,11"
09074.mp4,0,-1,0,0,0,-1,0,0,0.87,0.74,0,"9,10"
09075.mp4,0.92,0.7,0,0,0,0,0,-1,-1,0,-1,"1,2"
09076.mp4,0,0,-1,0,0,0,0.87,0,0.8,-1,0,"7,9"
09078.mp4,0.92,0.84,0,0,0,0,-1,-1,-1,0,-1,"1,2"
09081.mp4,-1,-1,-1,0,0,0.81,0,0,0.87,0,0,"6,9"
09082.mp4,0,0,0,0,0,0.94,0,0,-1,0.75,-1,"6,10"
09083.mp4,0.83,0.78,0,0,0,0,0,-1,-1,-1,-1,"1,2"
09085.mp4,0.89,0.77,0,0,0,0,0,-1,-1,-1,0,"1,2"
09088.mp4,0,-1,0,0,0,-1,0,0,-1,0.87,0.88,"10,11"
09092.mp4,0,-1,0,0,0,0.88,0,0,-1,0.78,-1,"6,10"
09093.mp4,0.78,0.8,-1,0,0,0,-1,-1,-1,0,0,"1,2"
09095.mp4,0.89,0.79,0,0,0,0,0,-1,0,0,0,"1,2"
09096.mp4,0,-1,0,0,0,-1,0,-1,0.88,0.77,0.67,"9,10,11"
09097.mp4,-1,0.78,0,0,0,0,0,-1,-1,0.84,0.88,"2,10,11"
09098.mp4,-1,0.8,0,0,0,-1,-1,-1,0,0.78,1,"2,10,11"
09100.mp4,-1,0.81,0,0,0,0,0,-1,0.82,0.75,-1,"2,9,10"
09103.mp4,0.77,0.8,0,0,0,-1,0,-1,0,0,-1,"1,2"
09105.mp4,0,-1,0,0,0,0.93,0,0,-1,0.8,0,"6,10"
09106.mp4,0,0.82,0,0,0,-1,0,-1,0.75,0.74,-1,"2,9,10"
09107.mp4,0.81,0.8,0,-1,0,0,0,-1,0,0,0,"1,2"
09109.mp4,0.91,0.68,0,0,0,0,0,0.8,0,0,-1,"1,2,8"
09110.mp4,0,0.76,0,0,0,0,-1,-1,0.75,-1,-1,"2,9"
09111.mp4,0,-1,0,0,0,0.95,0,0,-1,0.75,0,"6,10"
09112.mp4,0.77,0.75,0,0,0,-1,0,-1,-1,0,0,"1,2"
09114.mp4,0,0,-1,0,0,-1,0,0,0.84,0.7,0,"9,10"
09115.mp4,0,-1,-1,0,0,-1,0.9,0,0.7,0,0,"7,9"
09117.mp4,-1,-1,-1,0,0,0,0.87,0,0.72,0,0,"7,9"
09119.mp4,-1,0,-1,0,0,0.78,0,0,0.84,-1,0,"6,9"
09121.mp4,0.81,0.76,0,0,0,0,0,-1,0.75,0,-1,"1,2,9"
09124.mp4,0,0,0,-1,0,0.95,0,0,-1,0.72,0,"6,10"
09125.mp4,0,-1,-1,0,0,0.85,-1,0,0.88,0.74,0,"6,9,10"
09126.mp4,0.78,0.82,0,0,0,0,0,-1,0,-1,-1,"1,2"
09128.mp4,0,0,0.79,0,0,-1,0.85,0,-1,-1,0,"3,7"
09129.mp4,-1,-1,0,0,0,0.75,0,0,0.8,-1,-1,"6,9"
09130.mp4,0.76,-1,-1,0,0,0,0,-1,0.82,-1,0,"1,9"
09131.mp4,0,0.86,0,0,0,-1,0,0.78,-1,-1,0,"2,8"
09133.mp4,0,0,0,0,0,0.94,0,0,-1,0.85,0,"6,10"
09134.mp4,0.89,0.73,0,0,0,0,0,-1,-1,-1,0,"1,2"
09135.mp4,0,-1,-1,0,0,-1,0.91,0,0.8,-1,0,"7,9"
09136.mp4,0.91,0.7,0,0,0,0,-1,-1,-1,0,0,"1,2"
09138.mp4,0.87,-1,0,0,0,0.85,0,0,0,0,0,"1,6"
09139.mp4,0.89,0.78,0,0,0,0,0,-1,-1,0,-1,"1,2"
09140.mp4,-1,0.86,0,0,0,0,0,0.84,-1,-1,-1,"2,8"
09141.mp4,-1,0.78,0,0,0,-1,0,0,0.93,-1,0,"2,9"
09143.mp4,0,0,0.87,0,0,0,0.87,0,-1,0,0,"3,7"
09144.mp4,0.87,0.84,0,0,0,0,0,-1,-1,-1,-1,"1,2"
09145.mp4,-1,-1,0,0,0,-1,-1,-1,-1,0.82,0.82,"10,11"
09146.mp4,-1,-1,0,0,0,0.92,0,0,0,0.75,-1,"6,10"
09147.mp4,0.96,0.81,0,0,0,0,0,-1,0,0,-1,"1,2"
09148.mp4,0,0,-1,0,0,-1,0,0,0.8,0.8,-1,"9,10"
09149.mp4,0,0,0,0,0,0.95,0,0,-1,0.73,0,"6,10"
09150.mp4,0,0,0.81,0,0,0,0.86,0,-1,0,0,"3,7"
09151.mp4,0,0,0.91,0,0,0,0.84,0,-1,-1,0,"3,7"
09153.mp4,-1,0.78,-1,0,0,-1,0,-1,0.78,-1,0,"2,9"
09154.mp4,-1,0.82,0,-1,0,0,0,0.81,0,0,0,"2,8"
09155.mp4,-1,0.82,0,0,0,0,-1,-1,0.87,-1,0,"2,9"
09156.mp4,-1,0.79,0,0,0,-1,0,-1,0.88,0,-1,"2,9"
09157.mp4,0,0,0.85,0,0,-1,0.9,0,-1,-1,0,"3,7"
09158.mp4,0.82,-1,0,0,0,0,0,0,0.77,0,0,"1,9"
09159.mp4,-1,0.8,-1,0,0,-1,0,0,0.88,-1,0,"2,9"
09160.mp4,0,0.8,0,0,0,-1,0,-1,0.7,0.9,-1,"2,9,10"
09164.mp4,-1,-1,0.85,0,0,-1,0,0,0.84,-1,0,"3,9"
09166.mp4,0,0,0,0.75,0,0,0.91,-1,0,0,0,"4,7"
09167.mp4,0,-1,0,0,0,0,0.86,0,0.72,-1,0,"7,9"
09170.mp4,-1,0.81,0,0,0,-1,-1,0,0.72,-1,0,"2,9"
09172.mp4,0,-1,0,0,0,-1,-1,-1,0.93,0.77,-1,"9,10"
09173.mp4,0,-1,0,0,0,0.83,0,0,0.8,0.75,-1,"6,9,10"
09174.mp4,0,0,0,0,0,-1,-1,-1,-1,0.85,0.95,"10,11"
09176.mp4,0,0,0.84,0,0,0,0.85,0,-1,-1,0,"3,7"
09177.mp4,0,0,0,0,0,0.95,0,0,-1,0.72,0,"6,10"
09179.mp4,0,-1,-1,0,0,0.87,0,0,0.76,-1,0,"6,9"
09181.mp4,0,0.83,-1,0,0,0,0,-1,0.75,-1,-1,"2,9"
09182.mp4,-1,-1,-1,0,0,0.91,0,0,-1,0.7,0,"6,10"
09183.mp4,0,0,0.94,0,0,0,0.83,0,-1,0,0,"3,7"
09185.mp4,0,-1,0,0,0,-1,0,-1,-1,0.93,0.82,"10,11"
09189.mp4,-1,-1,0.92,0,0,0,0.82,0,-1,0,0,"3,7"
09190.mp4,0.93,0.68,0,0,0,0,0,-1,-1,0,-1,"1,2"
09191.mp4,-1,0.81,0,0,0,0,-1,-1,0,0,1,"2,11"
09193.mp4,0.94,0.8,0,0,0,-1,0,-1,-1,0,-1,"1,2"
09196.mp4,0,-1,-1,0,0,-1,-1,-1,0.89,0.8,-1,"9,10"
09200.mp4,0,-1,0,0,0,-1,0,-1,0.8,0.84,-1,"9,10"
09202.mp4,0,0.82,0,0,0,-1,0,-1,0.83,-1,-1,"2,9"
09204.mp4,0.83,0.72,0,0,0,-1,0,-1,0,-1,-1,"1,2"
09205.mp4,0,-1,0.86,0,0,-1,-1,0,0.8,-1,0,"3,9"
09206.mp4,0,-1,0.85,0,0,-1,-1,0,0.9,0,0,"3,9"
09210.mp4,0,-1,0,0,0,-1,-1,0,-1,0.77,0.83,"10,11"
09212.mp4,0.9,0.85,0,0,0,0,0,-1,-1,0,-1,"1,2"
09213.mp4,0,0.82,-1,0,0,-1,0,-1,-1,0.65,-1,"2,10"
09214.mp4,0,-1,0,0,0,0.9,0,0,0.8,0.68,0,"6,9,10"
09215.mp4,0,0.82,-1,0,0,-1,-1,0,0.86,-1,0,"2,9"
09216.mp4,-1,0.81,0,0,0,0,0,-1,-1,-1,0.77,"2,11"
09217.mp4,0,-1,0,0,0,-1,0,0,0.78,0.75,0.8,"9,10,11"
09218.mp4,0,0.72,0,-1,0,0,0,0.84,-1,-1,0,"2,8"
09219.mp4,0.92,0.78,0,0,0,0,0,0,-1,0,-1,"1,2"
09221.mp4,0,0,0.8,0,0,0,0.85,0,-1,0,-1,"3,7"
09222.mp4,0,-1,0,0,0,-1,-1,-1,0,0.94,0.93,"10,11"
09225.mp4,0,0,-1,0,0,-1,-1,0,0.82,0.76,-1,"9,10"
09226.mp4,0,0,0,0,0,-1,0,-1,0.74,0.82,0.8,"9,10,11"
09227.mp4,0,-1,0.92,0,0,0,-1,0,0.8,-1,0,"3,9"
09228.mp4,0,0.89,0,0,0,-1,-1,-1,0.83,0,-1,"2,9"
09229.mp4,0,0.84,0,-1,0,0,0,0.92,-1,-1,-1,"2,8"
09230.mp4,-1,-1,-1,0,0,0.9,0,0,-1,0.82,0,"6,10"
09231.mp4,0.95,0.73,0,0,0,0,0,-1,0,0,-1,"1,2"
09232.mp4,0,-1,0,0,0,-1,0,0,-1,0.87,0.85,"10,11"
09233.mp4,0,0,0,0,0,0.92,0,0,-1,0.75,-1,"6,10"
09234.mp4,0,0,-1,0,0,-1,0,0,0.85,0.75,0,"9,10"
09235.mp4,0,0.81,0,0,0,-1,-1,-1,0.8,-1,-1,"2,9"
09236.mp4,0,0,0.81,0,0,0,0.86,0,-1,0,0,"3,7"
09239.mp4,0,-1,-1,0,0,-1,0.87,0,0.82,0,0,"7,9"
09240.mp4,0,0,0,0,0,0.86,0,-1,-1,0.82,0.93,"6,10,11"
09243.mp4,-1,0.77,0,0,0,-1,0,0.79,-1,-1,-1,"2,8"
09244.mp4,-1,0.84,0,0,0,0,0,0.75,-1,0,-1,"2,8"
09245.mp4,0,-1,0,0,0,-1,0,0,0.86,0.8,-1,"9,10"
09247.mp4,0,-1,0.88,0,0,0,0.82,0,-1,0,0,"3,7"
09248.mp4,-1,-1,-1,0,0,-1,0,-1,0.88,0.75,0,"9,10"
